Date,Open,High,Low,Close,Adj Close,Volume
2016-12-13,22.522499,23.072500,22.512501,22.792500,22.495991,38779600
2016-12-14,23.135000,24.277500,22.892500,24.112499,23.798820,98398000
2016-12-15,24.225000,24.985001,24.150000,24.677500,24.356466,74654800
2016-12-16,24.957500,25.174999,24.432501,25.102501,24.775940,108952800
2016-12-19,24.924999,25.612499,24.750000,25.407499,25.076971,74465600
2016-12-20,26.145000,26.532499,26.030001,26.292500,25.950457,84805600
2016-12-21,26.410000,26.487499,25.927500,26.457500,26.113314,57613600
2016-12-22,26.705000,27.217501,26.632500,26.777500,26.429155,71861200
2016-12-23,26.594999,27.459999,26.567499,27.445000,27.087967,64769200
2016-12-27,28.014999,29.340000,27.805000,29.330000,28.948439,119427200
2016-12-28,29.900000,29.982500,27.172501,27.312500,26.957191,229576400
2016-12-29,26.225000,27.872499,25.700001,27.857500,27.495098,217536800
2016-12-30,27.837500,27.980000,26.575001,26.684999,26.337851,121293200
2017-01-03,26.100000,26.592501,24.844999,25.502501,25.170736,150199600
2017-01-04,25.850000,26.375000,25.382500,26.097500,25.757998,119922000
2017-01-05,26.132500,26.455000,25.262501,25.434999,25.104115,98429600
2017-01-06,25.712500,26.062500,25.299999,25.775000,25.439692,82285600
2017-01-09,25.875000,27.000000,25.875000,26.820000,26.471096,91624800
2017-01-10,26.952499,27.297501,26.407499,26.617500,26.271227,88092000
2017-01-11,26.500000,26.549999,26.037500,26.290001,25.947992,52566400
2017-01-12,26.057501,26.174999,25.405001,25.860001,25.523588,62561600
2017-01-13,25.900000,26.250000,25.764999,25.857500,25.521116,45782000
2017-01-17,25.750000,25.799999,25.142500,25.277500,24.948664,58061200
2017-01-18,25.059999,25.807501,24.777500,25.737499,25.402678,65442400
2017-01-19,25.767500,26.615000,25.745001,26.290001,25.947992,64487200
2017-01-20,26.520000,26.700001,25.780001,26.002501,25.664236,49202400
2017-01-23,25.950001,26.475000,25.924999,26.272499,25.930717,36990400
2017-01-24,26.375000,26.895000,26.225000,26.832500,26.483437,42805200
2017-01-25,27.262501,27.325001,26.582500,26.947500,26.596937,52276000
2017-01-26,26.975000,27.487499,26.674999,27.412500,27.055891,45880000
2017-01-27,27.482500,27.972500,27.212500,27.942499,27.578993,47199600
2017-01-30,27.730000,27.752501,26.977501,27.504999,27.147182,49600400
2017-01-31,27.237499,27.512501,27.049999,27.295000,26.939913,36275600
2017-02-01,27.645000,28.530001,27.465000,28.487499,28.116901,59000400
2017-02-02,28.325001,28.934999,28.014999,28.847500,28.472221,48324000
2017-02-03,28.862499,28.975000,28.475000,28.594999,28.223001,37274400
2017-02-06,28.500000,29.332500,28.500000,29.327499,28.945982,50676800
2017-02-07,29.674999,30.230000,29.475000,29.782499,29.395058,74622400
2017-02-08,29.600000,29.827499,29.094999,29.652500,29.266748,44958000
2017-02-09,29.715000,29.764999,28.900000,29.094999,28.716505,84256800
2017-02-10,29.982500,30.174999,28.150000,28.405001,28.035480,165109200
2017-02-13,28.347500,28.495001,27.049999,27.094999,26.742516,118072400
2017-02-14,26.997499,27.537500,26.572500,27.195000,26.841213,85063200
2017-02-15,27.225000,27.450001,26.940001,27.250000,26.895506,37302000
2017-02-16,27.347500,27.360001,26.415001,26.812500,26.463694,64717600
2017-02-17,26.674999,26.852501,26.197500,26.807501,26.458761,56374000
2017-02-21,27.057501,27.807501,27.055000,27.767500,27.406269,55195200
2017-02-22,27.855000,27.950001,27.497499,27.690001,27.364275,43377200
2017-02-23,26.375000,26.597500,24.920000,25.122499,24.826975,159288800
