date,stock_name,predict
2021-10-29,AAPL,149.89089935122266
2021-11-01,AAPL,148.89488332378144
2021-11-02,AAPL,150.05122957339273
2021-11-03,AAPL,151.44981608426792
2021-11-04,AAPL,151.00514874369992
2021-11-05,AAPL,151.2421346792035
2021-11-08,AAPL,150.48150361147407
2021-11-09,AAPL,150.77040660294588
2021-11-10,AAPL,147.98653136877445
2021-11-11,AAPL,147.80629336357617
2021-11-12,AAPL,150.00720230405696
2021-11-15,AAPL,149.99345398900505
2021-11-16,AAPL,150.995877290193
2021-11-17,AAPL,153.4684523567568
2021-11-18,AAPL,157.84661990015977
2021-11-19,AAPL,160.5610300930717
2021-11-22,AAPL,161.0293634098464
2021-11-23,AAPL,161.4106713020125
2021-11-24,AAPL,161.94040329269913
2021-11-26,AAPL,156.87853231276597
2021-11-29,AAPL,160.1242392025974
2021-11-30,AAPL,165.33352252473773
2021-12-01,AAPL,164.77619817950008
2021-12-02,AAPL,163.77669395804756
2021-12-03,AAPL,161.85021133201823
2021-12-06,AAPL,165.26040979382395
2021-12-07,AAPL,171.1656797338536
2021-12-08,AAPL,175.07471459434169
2021-12-09,AAPL,174.60220599721217
2021-12-10,AAPL,179.36902369613605
2021-12-13,AAPL,179.459969163239
2021-12-14,AAPL,179.40037428568178
2021-12-15,AAPL,179.4529095194052
2021-12-16,AAPL,179.41392130711546
2021-12-17,AAPL,179.44581266498707
2021-12-20,AAPL,179.4211444019434
2021-12-21,AAPL,179.44084254835863
2021-12-22,AAPL,179.42539705388958
2021-12-23,AAPL,179.43763454632762
2021-12-24,AAPL,179.42799619732057
2021-10-29,KO,56.3800447677635
2021-11-01,KO,56.14219066690877
2021-11-02,KO,56.10119583588531
2021-11-03,KO,56.29498715924814
2021-11-04,KO,56.5955926421255
2021-11-05,KO,56.85015136814514
2021-11-08,KO,56.36358984107863
2021-11-09,KO,56.42067935946248
2021-11-10,KO,56.74419425410056
2021-11-11,KO,56.78444917444748
2021-11-12,KO,56.57167780742017
2021-11-15,KO,56.60664345637932
2021-11-16,KO,56.27150148455934
2021-11-17,KO,55.871490798893234
2021-11-18,KO,55.40149403813498
2021-11-19,KO,55.13950622594299
2021-11-22,KO,55.4365386246197
2021-11-23,KO,55.90106592554299
2021-11-24,KO,55.48444441488232
2021-11-26,KO,53.721702292559215
2021-11-29,KO,54.40078250425033
2021-11-30,KO,52.71858260263796
2021-12-01,KO,52.107250432847955
2021-12-02,KO,52.976417523532
2021-12-03,KO,53.76023027010941
2021-12-06,KO,54.801538392651516
2021-12-07,KO,55.213964104088134
2021-12-08,KO,55.09785701875601
2021-12-09,KO,54.78520168248398
2021-12-10,KO,56.195493937274385
2021-12-13,KO,56.39825300959257
2021-12-14,KO,56.307243360568485
2021-12-15,KO,56.25008325454426
2021-12-16,KO,56.344021706568626
2021-12-17,KO,56.31256527837947
2021-12-20,KO,56.27862261627711
2021-12-21,KO,56.32097440038362
2021-12-22,KO,56.3116517791274
2021-12-23,KO,56.29296342795706
2021-12-24,KO,56.31152663721146
2021-10-29,NVDA,253.36324714414636
2021-11-01,NVDA,259.15540639789003
2021-11-02,NVDA,264.62261552998274
2021-11-03,NVDA,264.0934162630465
2021-11-04,NVDA,296.8441814674134
2021-11-05,NVDA,298.5690975042394
2021-11-08,NVDA,307.2851502790934
2021-11-09,NVDA,305.88268551369487
2021-11-10,NVDA,296.93294347315856
2021-11-11,NVDA,302.1755303628075
2021-11-12,NVDA,302.97795489221215
2021-11-15,NVDA,302.99422445848444
2021-11-16,NVDA,300.1957642973412
2021-11-17,NVDA,292.5730933193559
2021-11-18,NVDA,317.18234897647545
2021-11-19,NVDA,327.08177318011394
2021-11-22,NVDA,321.94704722087783
2021-11-23,NVDA,318.3155961097012
2021-11-24,NVDA,323.1680030838592
2021-11-26,NVDA,318.16566487426223
2021-11-29,NVDA,333.12097999143504
2021-11-30,NVDA,324.01809343240143
2021-12-01,NVDA,318.9927727769115
2021-12-02,NVDA,319.28950925971543
2021-12-03,NVDA,305.39111573387805
2021-12-06,NVDA,304.9958599864192
2021-12-07,NVDA,319.6309286587749
2021-12-08,NVDA,317.80184412138175
2021-12-09,NVDA,310.87268433603595
2021-12-10,NVDA,297.4136814553129
2021-12-13,NVDA,297.1122073384057
2021-12-14,NVDA,301.80684294193145
2021-12-15,NVDA,297.0553565018829
2021-12-16,NVDA,297.6626573944873
2021-12-17,NVDA,301.558886788843
2021-12-20,NVDA,296.7946556045459
2021-12-21,NVDA,298.17988890662923
2021-12-22,NVDA,301.2531457339445
2021-12-23,NVDA,296.62778881294616
2021-12-24,NVDA,298.6516949003559
2021-10-29,PFE,43.67043138736468
2021-11-01,PFE,43.66314998124497
2021-11-02,PFE,45.27967251256828
2021-11-03,PFE,44.95823083949253
2021-11-04,PFE,44.03921231753617
2021-11-05,PFE,48.10364672604144
2021-11-08,PFE,48.462135715523864
2021-11-09,PFE,47.618773118151935
2021-11-10,PFE,48.9472336769184
2021-11-11,PFE,50.12218947641347
2021-11-12,PFE,49.88981183502452
2021-11-15,PFE,49.7549979442186
2021-11-16,PFE,49.64487320915301
2021-11-17,PFE,50.73838293186836
2021-11-18,PFE,51.38324207095458
2021-11-19,PFE,50.94264110613335
2021-11-22,PFE,51.21092921728922
2021-11-23,PFE,51.11510614083716
2021-11-24,PFE,50.9230963647216
2021-11-26,PFE,53.66008919029847
2021-11-29,PFE,52.65467927221007
2021-11-30,PFE,53.69458870938204
2021-12-01,PFE,54.64534393137852
2021-12-02,PFE,53.312981111161065
